learning_rate,n_estimators,max_depth,min_child_weight,subsample,colsample_bytree,reg_alpha,reg_lambda,gamma,max_delta_step,scale_pos_weight,weight_class_0,weight_class_1,weight_class_2,value
0.0141626406466333,77,5,7,0.8407823450196938,0.8691479606786314,3.9384693968531854,2.056733362504887,0.21612368377298607,5,1.0293841927717735,3.4422587183380466,0.8822780598833038,2.4037373079206055,-0.5195777989198967
0.07345339663024876,233,3,10,0.771304541212473,0.8144488522892418,3.5981577543450527,0.5271104880142424,0.9924475735004219,1,0.6524787910608143,2.82714094617188,0.6915300163542698,0.9846146753692854,-0.5318690856751759
0.09981914705189256,152,9,2,0.835382128180759,0.6361981875974685,0.8887374619248573,1.6454418666444448,1.0841940351722725,7,1.4288617108235815,2.9443148797358085,0.8345143068496156,1.527116512864828,-0.5577933650522259
0.025727409295600658,455,10,6,0.7835763413929837,0.7789675981213743,3.185136790711577,1.4441830469185084,0.43504026504137094,3,0.6787860712664417,1.9082782753403376,0.8661966307087979,2.4938885388886325,-0.5298095448328431
0.08207623640326078,348,8,5,0.7010966328902623,0.6258359634899904,2.011184246380762,1.6226020203512532,0.38893729656056286,4,1.21677975441938,1.6617921933997493,0.5295080179416156,2.0480802384196166,-0.5471347780427831
0.057579872510532974,99,4,9,0.6416934060005521,0.6255353259755513,3.310409964311258,0.5446345521204998,0.13329322941623656,5,1.273339662545305,2.644064806902652,0.7987957948116132,2.473007034955261,-0.5043153974109028
0.07262708935150042,374,9,6,0.7567720642663516,0.8834405173121738,4.343352737626897,2.6648262926419704,1.4183169822692427,2,1.2607649845807067,2.4168411322477907,0.5777211455855168,1.2490444921636792,-0.5825746642182668
0.01875487219135547,106,9,3,0.6571125181946867,0.7639879255161499,0.10807399174638022,3.6468290542226582,1.9478841977141308,4,1.0775777640200985,3.4374539295113813,0.8009682713629729,0.9793819632497696,-0.5047024560902257
0.036730787894183256,475,7,6,0.7279221095071029,0.8337720327271936,0.3632156834902883,2.8346070811885236,0.5592313342799571,7,1.0124002468885926,1.4762258605463512,0.6436061576256126,2.022862627753416,-0.5297119313223542
0.05013977494798545,89,10,5,0.8477774034142999,0.8847657257429576,4.56498711472293,2.814082823865254,1.306594824314701,10,0.6070729159951557,1.7755815635201588,0.9087172457793999,2.60952176388518,-0.5040424934742586
0.024797152096044266,198,8,1,0.8179705671921892,0.7212227844493027,2.5024434699113125,1.9565144299390258,1.3159726542834689,6,1.8418710491600483,3.002170168745277,0.9253064238569446,1.9535870208543515,-0.5590793031900818
0.06430268505922655,265,8,5,0.8681302142545867,0.7677148844741786,2.5162671853380685,0.6718012982323096,0.13443913393684892,10,1.4246822935039045,1.956314421994434,0.5412564167033511,1.1884469263980166,-0.5793955710493095
0.05570529066420053,279,10,5,0.6051679464835038,0.8789262891802144,0.7666358755287639,1.3992579174757709,0.8848290265114476,0,1.7664012768959987,2.2338636605165547,0.7144652145824328,2.2933548488905506,-0.5554056251336983
0.010961353131603091,64,10,8,0.685977870333693,0.7719088600180259,2.124617057329068,2.2632062589615973,0.4359365462133047,7,1.400207559022559,3.270175539941409,0.8329926685736855,1.9960996754832965,-0.5669890434118678
0.04434190167665458,248,3,5,0.6958618155167783,0.6531322436802767,3.0233038497565863,2.203037107946108,0.17008024558067047,0,1.7674825207420182,2.2261271666927387,0.5246799123845345,1.2348726906237748,-0.5594853887514534
0.0577483075909451,234,4,4,0.8428710709003191,0.8243607299026727,3.5216214560059416,1.6293342889169682,1.2616800025561605,2,0.8376068931850789,3.027378394168016,0.5534573026843815,1.5115742738961557,-0.5871354088385609
0.01905229469111438,285,9,6,0.7941283072785433,0.7389703883602919,1.104892385918994,0.19146531680924783,1.8807232287763158,0,1.0025620318298691,1.7966335237305775,0.7668851482939605,1.6266512723943058,-0.5312130789723118
0.0846012501924923,408,4,8,0.6859231258358667,0.6330187415786738,4.737886769978215,3.564388139875891,1.6130505306006642,3,0.5082216510868968,3.248038163219067,0.6037132896690836,1.7757523213035813,-0.5954915065195334
