m1 m2 m3 a_pc e b_pc phi theta psi f v_km_s Ecc_Anomaly t_coal_yr OUTCOME MERGE 2gBBH TRIPLE
37.62114758836309 34.76579858215297 67.66046621882607 0.0006303796062843 0.939251403736 0.0058611698342213 2.84450527377 1.846913660726408 3.12572371566 3.104966958329799 4.601163685112459 2.93536809937 6.65342665285749e+17 1 0 0 0
35.74653517783445 25.89593165728069 68.1224895115036 0.0004517371606197 0.1549359167382419 0.0015367012750412 4.699852338910184 2.3398852488889834 5.2274510167068655 -2.808367641724752 6.954923970889056 3.529843734577298 3.879845987864891e+20 1 0 0 0
9.221727399647232 36.63371278192846 73.62932138300457 3.807701774448055e-05 0.951735863446 0.0007143465249233 1.02916424752 1.6260534189949387 5.49008690952 2.628469326636549 8.5388038863096 1.07998716924 25542702888887.29 1 0 0 0
34.47823409968994 22.57106150723341 64.40527174288584 4.524169086551691e-05 0.6504282137087142 0.000663189527089 3.596313840942204 0.7067593577269533 5.379719257463012 -2.563628249339455 9.967607566027688 4.288707597530447 7897469942016688.0 1 0 0 0
78.46074319900171 31.574897953118366 68.46757131685533 2.009753614637228e-05 0.8996144264262356 0.0011649645918341 3.2763557446191243 1.07704872079843 0.2346662603690247 2.5967062429325654 3.763528536940262 1.3769732494838536 1198896280999.2632 1 0 0 0
49.78998450691636 8.566764350217325 63.05567903204725 1.3879244382549142e-06 0.7775056326577355 6.334613841061577e-05 6.277925069395218 2.916482302394699 1.9791493985595952 2.435882584090859 14.459360439980609 1.5307209361344576 3454312594.7680707 1 0 0 0
48.30120951386841 30.12921150186668 68.7030912458699 0.0028111038470012 0.950018547094031 0.0060278654674513 0.6373135224188335 0.6161127725734284 5.928903541883873 -3.061713678936598 5.375472484783586 3.630801130551845 1.154857090863475e+20 0 0 0 0
41.14753744881511 28.48283546310268 88.53156162543198 9.289806778336012e-05 0.712195598929 0.0002428190064618 5.7352990814 2.119389215134343 4.70556086516 -2.534819380443268 15.170780448869357 4.44583833241 4.455964446541931e+16 1 0 0 0
33.94016058068039 22.20320935312472 70.09121750337815 2.416696702197695e-05 0.7845746644819204 0.0003042754724066 0.4741929957079061 0.9858077077723468 1.0109365771437702 1.613335010854876 7.660866331792594 0.6956120422109962 169787269674627.2 2 0 0 0
52.24224553933601 18.022865864742965 73.87545089423105 0.0072627860434973 0.312531715765 0.0153785597990271 4.83763476836 1.33242986600582 4.28327938749 -0.8664179040288373 6.056457365619072 5.6371732736 1.6839184462843088e+25 0 0 0 0
